member_no,lastname,firstname,issue_dt,expr_dt,region_no,corp_no
5103,GOHAN,XYIXDKGDWZPGPI,1999-10-13 10:42:36,2000-10-12 10:42:36,6,
5104,HAHN,QSHOHGNBHYVNLT,1999-10-13 10:42:36,2000-10-12 10:42:36,2,
5105,INFANTE,GOBQKECNFGGNO,1999-10-13 10:42:36,2000-10-12 10:42:36,7,
5106,JONES,HWCTGFUHN,1999-10-13 10:42:36,2000-10-12 10:42:36,7,477
5107,KAHRMANN,WSAJUPVMA,1999-10-13 10:42:36,2000-10-12 10:42:36,3,
5108,LING,EIB,1999-10-13 10:42:36,2000-10-12 10:42:36,9,
5109,MAKAI,SFROX,1999-10-13 10:42:36,2000-10-12 10:42:36,3,
5110,NELSON,VASOXEGTLBOKZC,1999-10-13 10:42:36,2000-10-12 10:42:36,5,
5111,OLPHANT,MRXKVUT,1999-10-13 10:42:36,2000-10-12 10:42:36,4,
5112,PAYNTER,LNGYHKDMXTJ,1999-10-13 10:42:36,2000-10-12 10:42:36,8,241
5113,QUINT,TERJV,1999-10-13 10:42:36,2000-10-12 10:42:36,5,333
5114,RYAN,TAXERGVNBJEJBD,1999-10-13 10:42:36,2000-10-12 10:42:36,5,
5115,STEIN,WPNQOC,1999-10-13 10:42:36,2000-10-12 10:42:36,9,
5116,TOLSKY,TTOE,1999-10-13 10:42:36,2000-10-12 10:42:36,9,
5117,UNAKLET,SISDP,1999-10-13 10:42:36,2000-10-12 10:42:36,5,
5118,VANN,DZREBDPQEPXFIE,1999-10-13 10:42:36,2000-10-12 10:42:36,3,444
5119,WOLFMULE,UDHSBFMKJLDGWI,1999-10-13 10:42:36,2000-10-12 10:42:36,5,
5120,XAVIER,ZQLCTNZKFKX,1999-10-13 10:42:36,2000-10-12 10:42:36,5,
5121,YEONG,UTFSYUWJYQSLXJ,1999-10-13 10:42:36,2000-10-12 10:42:36,7,
5122,ZUCKER,TOVCTPXGRJBSAV,1999-10-13 10:42:36,2000-10-12 10:42:36,7,
5123,ANDERSON,WNFS,1999-10-13 10:42:37,2000-10-12 10:42:37,7,
5124,BARR,QVGVOBVLYEUEZ,1999-10-13 10:42:37,2000-10-12 10:42:37,5,
5125,CHEN,LRWRWGVJJWIIW,1999-10-13 10:42:37,2000-10-12 10:42:37,2,
5126,DORR,UTQODFBMLSEXVT,1999-10-13 10:42:37,2000-10-12 10:42:37,5,
5127,EFLIN,WNYDXNECIVIUWR,1999-10-13 10:42:37,2000-10-12 10:42:37,8,483
5128,FLORINI,OELUMHQXIIMDZQ,1999-10-13 10:42:37,2000-10-12 10:42:37,4,
5129,GOHAN,GTDVECFUHSKXUV,1999-10-13 10:42:37,2000-10-12 10:42:37,7,
5130,HAHN,CKCCLWQM,1999-10-13 10:42:37,2000-10-12 10:42:37,5,231
5131,INFANTE,IMSHRLLPTXQUTS,1999-10-13 10:42:37,2000-10-12 10:42:37,3,
5132,JONES,DYQFUDXS,1999-10-13 10:42:37,2000-10-12 10:42:37,2,
5133,KAHRMANN,QSWT,1999-10-13 10:42:37,2000-10-12 10:42:37,6,475
5134,LING,TOEPSWVCIGNNGS,1999-10-13 10:42:37,2000-10-12 10:42:37,5,
5135,MAKAI,UUJZHN,1999-10-13 10:42:37,2000-10-12 10:42:37,3,
5136,NELSON,LPHKXIGOLTATZ,1999-10-13 10:42:37,2000-10-12 10:42:37,6,
5137,OLPHANT,QPXVBEXUVTKLWF,1999-10-13 10:42:37,2000-10-12 10:42:37,8,
5138,PAYNTER,BCM,1999-10-13 10:42:37,2000-10-12 10:42:37,4,
5139,QUINT,XJDOGWJRTPU,1999-10-13 10:42:37,2000-10-12 10:42:37,4,
5140,RYAN,HDEJWJSXLMOQ,1999-10-13 10:42:37,2000-10-12 10:42:37,9,
5141,STEIN,BVHUEJVXQBTXJD,1999-10-13 10:42:37,2000-10-12 10:42:37,3,
5142,TOLSKY,IZAFSR,1999-10-13 10:42:37,2000-10-12 10:42:37,9,
5143,UNAKLET,SWAVOCWDEISSU,1999-10-13 10:42:37,2000-10-12 10:42:37,9,
5144,VANN,CHU,1999-10-13 10:42:37,2000-10-12 10:42:37,9,
5145,WOLFMULE,YNTHHD,1999-10-13 10:42:37,2000-10-12 10:42:37,5,
5146,XAVIER,TKXIRNC,1999-10-13 10:42:37,2000-10-12 10:42:37,7,
5147,YEONG,DLLDCCWIJVBVY,1999-10-13 10:42:37,2000-10-12 10:42:37,6,
5148,ZUCKER,FVYEZSQMGC,1999-10-13 10:42:37,2000-10-12 10:42:37,5,384
5149,ANDERSON,IHVLSMFUJEYSNF,1999-10-13 10:42:37,2000-10-12 10:42:37,3,433
5150,BARR,VPMR,1999-10-13 10:42:37,2000-10-12 10:42:37,5,
5151,CHEN,QXPTFYSUEFXLLN,1999-10-13 10:42:37,2000-10-12 10:42:37,5,110
5152,DORR,ETTEO,1999-10-13 10:42:37,2000-10-12 10:42:37,6,
5153,EFLIN,SURJSPMHOCGL,1999-10-13 10:42:37,2000-10-12 10:42:37,8,250
5154,FLORINI,JRZCTDDJUJSTPB,1999-10-13 10:42:37,2000-10-12 10:42:37,8,
5155,GOHAN,QOMPI,1999-10-13 10:42:37,2000-10-12 10:42:37,2,199
5156,HAHN,AVGFXPM,1999-10-13 10:42:37,2000-10-12 10:42:37,6,
5157,INFANTE,VEVIWTNHLGFYI,1999-10-13 10:42:37,2000-10-12 10:42:37,5,36
5158,JONES,RTDFFPBJGYLFE,1999-10-13 10:42:37,2000-10-12 10:42:37,2,
5159,KAHRMANN,EEKRDP,1999-10-13 10:42:37,2000-10-12 10:42:37,3,
5160,LING,IEGX,1999-10-13 10:42:37,2000-10-12 10:42:37,9,
5161,MAKAI,GUXRJCWZVJE,1999-10-13 10:42:37,2000-10-12 10:42:37,6,305
5162,NELSON,OGKRQOQ,1999-10-13 10:42:37,2000-10-12 10:42:37,9,
5163,OLPHANT,EPBPBUNVBSWQSY,1999-10-13 10:42:37,2000-10-12 10:42:37,5,
5164,PAYNTER,CXCJFVUXLHMTAI,1999-10-13 10:42:37,2000-10-12 10:42:37,8,
5165,QUINT,LCWQLNFRMVPGVK,1999-10-13 10:42:37,2000-10-12 10:42:37,6,
5166,RYAN,GNOWBYC,1999-10-13 10:42:37,2000-10-12 10:42:37,9,
5167,STEIN,CCKCGWVWRBSJG,1999-10-13 10:42:37,2000-10-12 10:42:37,9,
5168,TOLSKY,CMUMDZEMPIFPQR,1999-10-13 10:42:37,2000-10-12 10:42:37,4,
5169,UNAKLET,WDAILDHJ,1999-10-13 10:42:37,2000-10-12 10:42:37,7,
5170,VANN,ORVW,1999-10-13 10:42:37,2000-10-12 10:42:37,8,293
5171,WOLFMULE,YKZWKMXHNFGLJZ,1999-10-13 10:42:37,2000-10-12 10:42:37,7,
5172,XAVIER,NXBIURLJTUIMFK,1999-10-13 10:42:37,2000-10-12 10:42:37,5,
5173,YEONG,IVVGTIIHGODWUJ,1999-10-13 10:42:37,2000-10-12 10:42:37,2,
5174,ZUCKER,WBJHWJYQNFAZSP,1999-10-13 10:42:37,2000-10-12 10:42:37,8,259
5175,ANDERSON,VVHSGPUBVTQHDJ,1999-10-13 10:42:37,2000-10-12 10:42:37,3,
5176,BARR,JACUPTKEUV,1999-10-13 10:42:37,2000-10-12 10:42:37,3,
5177,CHEN,IJDHGXL,1999-10-13 10:42:37,2000-10-12 10:42:37,2,
5178,DORR,USNXIMVPCDPIBA,1999-10-13 10:42:37,2000-10-12 10:42:37,3,361
5179,EFLIN,AYEYCMPIE,1999-10-13 10:42:37,2000-10-12 10:42:37,7,418
5180,FLORINI,LSQVL,1999-10-13 10:42:37,2000-10-12 10:42:37,4,
5181,GOHAN,PBYAMWGFWQPREY,1999-10-13 10:42:37,2000-10-12 10:42:37,5,
5182,HAHN,BLWMRML,1999-10-13 10:42:37,2000-10-12 10:42:37,6,
5183,INFANTE,RXINLRNYQGLG,1999-10-13 10:42:37,2000-10-12 10:42:37,6,
5184,JONES,OBXWLWQYIFKHBC,1999-10-13 10:42:37,2000-10-12 10:42:37,7,
5185,KAHRMANN,PICOSDSGPVD,1999-10-13 10:42:37,2000-10-12 10:42:37,3,
5186,LING,TRWNSA,1999-10-13 10:42:37,2000-10-12 10:42:37,6,
5187,MAKAI,OCIHMOBSIAAD,1999-10-13 10:42:37,2000-10-12 10:42:37,6,
5188,NELSON,VYCVOOWKDMXVSP,1999-10-13 10:42:37,2000-10-12 10:42:37,6,
5189,OLPHANT,JSSRNTDEWUQDIS,1999-10-13 10:42:37,2000-10-12 10:42:37,2,
5190,PAYNTER,GOFZYCTHOFXYVJ,1999-10-13 10:42:37,2000-10-12 10:42:37,2,
5191,QUINT,KMSGMGLSF,1999-10-13 10:42:37,2000-10-12 10:42:37,2,
5192,RYAN,UGUDDZMUF,1999-10-13 10:42:37,2000-10-12 10:42:37,3,
5193,STEIN,QACGOJFFJGKDXX,1999-10-13 10:42:37,2000-10-12 10:42:37,7,
5194,TOLSKY,RCXNIAPGSICSMN,1999-10-13 10:42:37,2000-10-12 10:42:37,7,
5195,UNAKLET,NONSCGN,1999-10-13 10:42:37,2000-10-12 10:42:37,8,
5196,VANN,OUHNLYUUKJVTRP,1999-10-13 10:42:37,2000-10-12 10:42:37,3,
5197,WOLFMULE,RJIQNJOAGFO,1999-10-13 10:42:37,2000-10-12 10:42:37,8,
5198,XAVIER,AUCS,1999-10-13 10:42:37,2000-10-12 10:42:37,2,
5199,YEONG,MCZ,1999-10-13 10:42:37,2000-10-12 10:42:37,4,
5200,ZUCKER,RWEHLWRNLSTDRN,1999-10-13 10:42:37,2000-10-12 10:42:37,9,
5201,ANDERSON,SFDXE,1999-10-13 10:42:38,2000-10-12 10:42:38,4,
5202,BARR,OXHHDU,1999-10-13 10:42:38,2000-10-12 10:42:38,9,
5203,CHEN,NCLTJTUOXGN,1999-10-13 10:42:38,2000-10-12 10:42:38,4,
5204,DORR,YWFNVWTZ,1999-10-13 10:42:38,2000-10-12 10:42:38,8,455
5205,EFLIN,OMC,1999-10-13 10:42:38,2000-10-12 10:42:38,7,
5206,FLORINI,UPTFBS,1999-10-13 10:42:38,2000-10-12 10:42:38,5,
5207,GOHAN,VLXKWKINJPMUBK,1999-10-13 10:42:38,2000-10-12 10:42:38,3,
5208,HAHN,GWJJUYMPULYIPD,1999-10-13 10:42:38,2000-10-12 10:42:38,4,
5209,INFANTE,LRFCBP,1999-10-13 10:42:38,2000-10-12 10:42:38,4,
5210,JONES,GCKTDMYGSQYMO,1999-10-13 10:42:38,2000-10-12 10:42:38,5,
5211,KAHRMANN,LNKXXHSYNUMD,1999-10-13 10:42:38,2000-10-12 10:42:38,4,
5212,LING,WWPVMHIWCYS,1999-10-13 10:42:38,2000-10-12 10:42:38,5,
5213,MAKAI,NLUXVYUNDMSUTK,1999-10-13 10:42:38,2000-10-12 10:42:38,2,
5214,NELSON,BLUPRIQLPUYYGG,1999-10-13 10:42:38,2000-10-12 10:42:38,5,
5215,OLPHANT,SIIEFUPK,1999-10-13 10:42:38,2000-10-12 10:42:38,6,290
5216,PAYNTER,KSRHU,1999-10-13 10:42:38,2000-10-12 10:42:38,8,
5217,QUINT,SKMRUSXZXLOOIV,1999-10-13 10:42:38,2000-10-12 10:42:38,3,
5218,RYAN,RKTEXUOBVSKILP,1999-10-13 10:42:38,2000-10-12 10:42:38,6,
5219,STEIN,WDTOROIKKADGBR,1999-10-13 10:42:38,2000-10-12 10:42:38,4,
5220,TOLSKY,LVWRFQTHOLAEHT,1999-10-13 10:42:38,2000-10-12 10:42:38,4,
5221,UNAKLET,GRRBA,1999-10-13 10:42:38,2000-10-12 10:42:38,8,
5222,VANN,UWNSFRXHFZPUER,1999-10-13 10:42:38,2000-10-12 10:42:38,8,
5223,WOLFMULE,FSE,1999-10-13 10:42:38,2000-10-12 10:42:38,4,
5224,XAVIER,VVDONWFLMBLTTB,1999-10-13 10:42:38,2000-10-12 10:42:38,8,
5225,YEONG,OZYCTEPLXEPNTI,1999-10-13 10:42:38,2000-10-12 10:42:38,7,
5226,ZUCKER,ERMVEEMOEWP,1999-10-13 10:42:38,2000-10-12 10:42:38,6,
5227,ANDERSON,GIGMQTAX,1999-10-13 10:42:38,2000-10-12 10:42:38,5,
5228,BARR,GEHRECNVDYLZJM,1999-10-13 10:42:38,2000-10-12 10:42:38,3,
5229,CHEN,UJPU,1999-10-13 10:42:38,2000-10-12 10:42:38,4,
5230,DORR,FQTHSLSU,1999-10-13 10:42:38,2000-10-12 10:42:38,9,
5231,EFLIN,QHRKSNLJRBJPOH,1999-10-13 10:42:38,2000-10-12 10:42:38,6,
5232,FLORINI,CKRQRMDLUKTFLF,1999-10-13 10:42:38,2000-10-12 10:42:38,8,
5233,GOHAN,KTDEYNDD,1999-10-13 10:42:38,2000-10-12 10:42:38,9,
5234,HAHN,PLSEOYYBSCES,1999-10-13 10:42:38,2000-10-12 10:42:38,8,
5235,INFANTE,ICILGLCDBK,1999-10-13 10:42:38,2000-10-12 10:42:38,4,
5236,JONES,ZMLEHBJCWDUSLD,1999-10-13 10:42:38,2000-10-12 10:42:38,4,
5237,KAHRMANN,DPMFTWANGJ,1999-10-13 10:42:38,2000-10-12 10:42:38,2,
5238,LING,EVLTHFRWBDGR,1999-10-13 10:42:38,2000-10-12 10:42:38,8,
5239,MAKAI,GGLBMGLDHIY,1999-10-13 10:42:38,2000-10-12 10:42:38,9,
5240,NELSON,OWJKUZ,1999-10-13 10:42:38,2000-10-12 10:42:38,3,442
5241,OLPHANT,SFNNGFE,1999-10-13 10:42:38,2000-10-12 10:42:38,4,236
5242,PAYNTER,WXKYMUGYFJBFRS,1999-10-13 10:42:38,2000-10-12 10:42:38,6,
5243,QUINT,MMMVPJCWPWGOEF,1999-10-13 10:42:38,2000-10-12 10:42:38,9,
5244,RYAN,INHJLW,1999-10-13 10:42:38,2000-10-12 10:42:38,9,
5245,STEIN,OXND,1999-10-13 10:42:38,2000-10-12 10:42:38,5,442
5246,TOLSKY,LOOCORVKQUNCWB,1999-10-13 10:42:38,2000-10-12 10:42:38,7,
5247,UNAKLET,ELUQCUHVKW,1999-10-13 10:42:38,2000-10-12 10:42:38,7,
5248,VANN,SHBBCRVDCMGMJI,1999-10-13 10:42:38,2000-10-12 10:42:38,6,
5249,WOLFMULE,JCP,1999-10-13 10:42:38,2000-10-12 10:42:38,3,
5250,XAVIER,EDUNEWYUBTYUFD,1999-10-13 10:42:38,2000-10-12 10:42:38,7,
5251,YEONG,LIMTIREJYCSEBJ,1999-10-13 10:42:38,2000-10-12 10:42:38,8,250
5252,ZUCKER,SCFDGCXECFPDUZ,1999-10-13 10:42:38,2000-10-12 10:42:38,9,311
5253,ANDERSON,KQBXNVIA,1999-10-13 10:42:38,2000-10-12 10:42:38,2,
5254,BARR,JHILBCDFQMNAIF,1999-10-13 10:42:38,2000-10-12 10:42:38,4,
5255,CHEN,DBZQ,1999-10-13 10:42:38,2000-10-12 10:42:38,7,
5256,DORR,GHHXXNQXSBSMPD,1999-10-13 10:42:38,2000-10-12 10:42:38,5,
5257,EFLIN,JWEFOXLGCKENDN,1999-10-13 10:42:38,2000-10-12 10:42:38,7,
5258,FLORINI,SWDOWSWWMVTMOS,1999-10-13 10:42:38,2000-10-12 10:42:38,7,
5259,GOHAN,OQXHVGPYGU,1999-10-13 10:42:38,2000-10-12 10:42:38,5,
5260,HAHN,QKGNETXYWVPTTQ,1999-10-13 10:42:38,2000-10-12 10:42:38,6,
5261,INFANTE,HVQHCNN,1999-10-13 10:42:38,2000-10-12 10:42:38,7,
5262,JONES,IVYHOQLJRXUQUO,1999-10-13 10:42:38,2000-10-12 10:42:38,5,477
5263,KAHRMANN,DUUOQMD,1999-10-13 10:42:38,2000-10-12 10:42:38,9,363
5264,LING,WRATXWDHOVVKYE,1999-10-13 10:42:38,2000-10-12 10:42:38,2,
5265,MAKAI,XUU,1999-10-13 10:42:38,2000-10-12 10:42:38,7,
5266,NELSON,SDAYXIMVECX,1999-10-13 10:42:38,2000-10-12 10:42:38,4,
5267,OLPHANT,XKQIZJVS,1999-10-13 10:42:38,2000-10-12 10:42:38,3,
5268,PAYNTER,GUISZDEQITBME,1999-10-13 10:42:38,2000-10-12 10:42:38,6,346
5269,QUINT,HPOUWLMEO,1999-10-13 10:42:38,2000-10-12 10:42:38,2,
5270,RYAN,HBXWKYCVX,1999-10-13 10:42:38,2000-10-12 10:42:38,2,
5271,STEIN,MPDB,1999-10-13 10:42:38,2000-10-12 10:42:38,8,
5272,TOLSKY,MWGLUVL,1999-10-13 10:42:38,2000-10-12 10:42:38,7,
5273,UNAKLET,LAKJN,1999-10-13 10:42:38,2000-10-12 10:42:38,2,
5274,VANN,GSDRWHIYDIBFVF,1999-10-13 10:42:38,2000-10-12 10:42:38,9,
5275,WOLFMULE,BNIAUYITTX,1999-10-13 10:42:38,2000-10-12 10:42:38,2,
5276,XAVIER,LBMZTFFQUILLNV,1999-10-13 10:42:38,2000-10-12 10:42:38,8,375
5277,YEONG,ADPBFQRADDCU,1999-10-13 10:42:38,2000-10-12 10:42:38,8,
5278,ZUCKER,EIDDNBLFVUYVDZ,1999-10-13 10:42:38,2000-10-12 10:42:38,6,
5279,ANDERSON,DGUSZQPPVFARJP,1999-10-13 10:42:39,2000-10-12 10:42:39,4,
5280,BARR,QNIQPXUQJHLPDN,1999-10-13 10:42:39,2000-10-12 10:42:39,9,
5281,CHEN,WKEDMGBOHNEIBE,1999-10-13 10:42:39,2000-10-12 10:42:39,7,
5282,DORR,TCWVWTFBNELUKT,1999-10-13 10:42:39,2000-10-12 10:42:39,9,
5283,EFLIN,HDODWXDUYUMPBQ,1999-10-13 10:42:39,2000-10-12 10:42:39,9,
5284,FLORINI,EGBEYTPRKIAVB,1999-10-13 10:42:39,2000-10-12 10:42:39,7,393
5285,GOHAN,SNTSHDRZDQTVKJ,1999-10-13 10:42:39,2000-10-12 10:42:39,3,
5286,HAHN,PEGJA,1999-10-13 10:42:39,2000-10-12 10:42:39,3,
5287,INFANTE,GVHNQQUIGTNIST,1999-10-13 10:42:39,2000-10-12 10:42:39,3,
5288,JONES,KVSTGHJIHTLQGO,1999-10-13 10:42:39,2000-10-12 10:42:39,3,
5289,KAHRMANN,OJNOHSNUEQSWKO,1999-10-13 10:42:39,2000-10-12 10:42:39,6,263
5290,LING,QQRGMSULYDR,1999-10-13 10:42:39,2000-10-12 10:42:39,6,465
5291,MAKAI,BHYCWZ,1999-10-13 10:42:39,2000-10-12 10:42:39,5,
5292,NELSON,JSFDBXE,1999-10-13 10:42:39,2000-10-12 10:42:39,8,
5293,OLPHANT,YKQCXCYGI,1999-10-13 10:42:39,2000-10-12 10:42:39,8,
5294,PAYNTER,CJPHEGX,1999-10-13 10:42:39,2000-10-12 10:42:39,6,
5295,QUINT,LHIANQTT,1999-10-13 10:42:39,2000-10-12 10:42:39,7,
5296,RYAN,MIBMUCFNW,1999-10-13 10:42:39,2000-10-12 10:42:39,8,
5297,STEIN,KDDLNUOS,1999-10-13 10:42:39,2000-10-12 10:42:39,2,
5298,TOLSKY,IVSBTQOMRTBVMZ,1999-10-13 10:42:39,2000-10-12 10:42:39,8,
5299,UNAKLET,LMSSPBIKXBU,1999-10-13 10:42:39,2000-10-12 10:42:39,6,
5300,VANN,RFPYTVCSQOPTPX,1999-10-13 10:42:39,2000-10-12 10:42:39,5,
5301,WOLFMULE,BKHMGVPR,1999-10-13 10:42:39,2000-10-12 10:42:39,9,
5302,XAVIER,TYUUWZG,1999-10-13 10:42:39,2000-10-12 10:42:39,6,
5303,YEONG,OVBARVTSVSS,1999-10-13 10:42:39,2000-10-12 10:42:39,9,
5304,ZUCKER,OVNCTLIECCUWOW,1999-10-13 10:42:39,2000-10-12 10:42:39,9,
5305,ANDERSON,JSVDIDYPVQLNYE,1999-10-13 10:42:39,2000-10-12 10:42:39,2,267
5306,BARR,SIQC,1999-10-13 10:42:39,2000-10-12 10:42:39,6,
5307,CHEN,QIGTD,1999-10-13 10:42:39,2000-10-12 10:42:39,5,
5308,DORR,FUAJBCJMMJP,1999-10-13 10:42:39,2000-10-12 10:42:39,5,
5309,EFLIN,WDVSAIT,1999-10-13 10:42:39,2000-10-12 10:42:39,4,
5310,FLORINI,TVYFE,1999-10-13 10:42:39,2000-10-12 10:42:39,5,
5311,GOHAN,HLBHKVRZ,1999-10-13 10:42:39,2000-10-12 10:42:39,8,
5312,HAHN,NBYYLTBHRHUWEQ,1999-10-13 10:42:39,2000-10-12 10:42:39,8,
5313,INFANTE,CGWITYPLYL,1999-10-13 10:42:39,2000-10-12 10:42:39,4,461
5314,JONES,CDUIMGIOENPDOD,1999-10-13 10:42:39,2000-10-12 10:42:39,4,
5315,KAHRMANN,TRAHHMSXRUQEJZ,1999-10-13 10:42:39,2000-10-12 10:42:39,7,
5316,LING,UPETFC,1999-10-13 10:42:39,2000-10-12 10:42:39,9,
5317,MAKAI,LQPLZJPGFUXGIR,1999-10-13 10:42:39,2000-10-12 10:42:39,5,
5318,NELSON,LUPQKHMBDMTPPC,1999-10-13 10:42:39,2000-10-12 10:42:39,6,
5319,OLPHANT,PJLQWIF,1999-10-13 10:42:39,2000-10-12 10:42:39,2,
5320,PAYNTER,QXFNWKDDSXUNVR,1999-10-13 10:42:39,2000-10-12 10:42:39,2,
5321,QUINT,FWPKAPMHYKDBMO,1999-10-13 10:42:39,2000-10-12 10:42:39,7,
5322,RYAN,EUYCFPRT,1999-10-13 10:42:39,2000-10-12 10:42:39,9,
5323,STEIN,VITVBTBBMXWLJC,1999-10-13 10:42:39,2000-10-12 10:42:39,7,
5324,TOLSKY,QNI,1999-10-13 10:42:39,2000-10-12 10:42:39,3,
5325,UNAKLET,EHFUKRYYGEUPDU,1999-10-13 10:42:39,2000-10-12 10:42:39,9,478
5326,VANN,TKHQPEFJCJIK,1999-10-13 10:42:39,2000-10-12 10:42:39,7,
5327,WOLFMULE,TDPIJUCLCPXSJV,1999-10-13 10:42:39,2000-10-12 10:42:39,3,
5328,XAVIER,TURMSXBPNPXBET,1999-10-13 10:42:39,2000-10-12 10:42:39,2,
5329,YEONG,DPPWDJCJEUTYHE,1999-10-13 10:42:39,2000-10-12 10:42:39,5,
5330,ZUCKER,DHGBGPBPKMSDUE,1999-10-13 10:42:39,2000-10-12 10:42:39,9,
5331,ANDERSON,RBDHNLHOBQUNXP,1999-10-13 10:42:39,2000-10-12 10:42:39,4,
5332,BARR,NRODPVYE,1999-10-13 10:42:39,2000-10-12 10:42:39,3,79
5333,CHEN,FXSGJUB,1999-10-13 10:42:39,2000-10-12 10:42:39,5,
5334,DORR,LEDST,1999-10-13 10:42:39,2000-10-12 10:42:39,3,
5335,EFLIN,FSGUBI,1999-10-13 10:42:39,2000-10-12 10:42:39,8,
5336,FLORINI,KPLPFHESHIBFTV,1999-10-13 10:42:39,2000-10-12 10:42:39,8,
5337,GOHAN,JMFPWGUP,1999-10-13 10:42:39,2000-10-12 10:42:39,3,
5338,HAHN,TRQX,1999-10-13 10:42:39,2000-10-12 10:42:39,4,
5339,INFANTE,KEVBGV,1999-10-13 10:42:39,2000-10-12 10:42:39,9,
5340,JONES,VKLOIZB,1999-10-13 10:42:39,2000-10-12 10:42:39,8,
5341,KAHRMANN,VTHSELQ,1999-10-13 10:42:39,2000-10-12 10:42:39,9,
5342,LING,LKUEWUQYRIEVB,1999-10-13 10:42:39,2000-10-12 10:42:39,2,
5343,MAKAI,WDDIYTLTKTBSFV,1999-10-13 10:42:39,2000-10-12 10:42:39,7,
5344,NELSON,EVLCWGIFCIYCFT,1999-10-13 10:42:39,2000-10-12 10:42:39,7,
5345,OLPHANT,JAVFVN,1999-10-13 10:42:39,2000-10-12 10:42:39,2,
5346,PAYNTER,HLSYHSOONRCYXI,1999-10-13 10:42:39,2000-10-12 10:42:39,2,
5347,QUINT,DXNKGMUWSQHWRQ,1999-10-13 10:42:39,2000-10-12 10:42:39,8,
5348,RYAN,KPMFWOJLDW,1999-10-13 10:42:39,2000-10-12 10:42:39,6,
5349,STEIN,FEGQRTIA,1999-10-13 10:42:39,2000-10-12 10:42:39,7,
5350,TOLSKY,KXVVCSIXATHTPV,1999-10-13 10:42:39,2000-10-12 10:42:39,9,473
5351,UNAKLET,EDMF,1999-10-13 10:42:39,2000-10-12 10:42:39,7,
5352,VANN,PSBBP,1999-10-13 10:42:39,2000-10-12 10:42:39,7,
5353,WOLFMULE,LAFGKOHHIXKGVX,1999-10-13 10:42:39,2000-10-12 10:42:39,2,
5354,XAVIER,ODQRKXGJEXVEKM,1999-10-13 10:42:39,2000-10-12 10:42:39,8,
5355,YEONG,DBPILYUHSBF,1999-10-13 10:42:39,2000-10-12 10:42:39,4,326
5356,ZUCKER,CAJHYTLPLZCS,1999-10-13 10:42:39,2000-10-12 10:42:39,5,
5357,ANDERSON,RGWDLLAU,1999-10-13 10:42:39,2000-10-12 10:42:39,6,
5358,BARR,VWEUGLMOFMNHJ,1999-10-13 10:42:39,2000-10-12 10:42:39,7,
5359,CHEN,IETFBLTSNHPPFJ,1999-10-13 10:42:39,2000-10-12 10:42:39,9,
5360,DORR,IHJLABOPORGVES,1999-10-13 10:42:39,2000-10-12 10:42:39,2,
5361,EFLIN,VSLNCHVK,1999-10-13 10:42:39,2000-10-12 10:42:39,4,409
5362,FLORINI,VKFTCUPZESWKIX,1999-10-13 10:42:39,2000-10-12 10:42:39,4,
5363,GOHAN,NRLMJVSNIXOJ,1999-10-13 10:42:39,2000-10-12 10:42:39,4,
5364,HAHN,PGQOMKVSSPHBMJ,1999-10-13 10:42:39,2000-10-12 10:42:39,3,
5365,INFANTE,FUN,1999-10-13 10:42:39,2000-10-12 10:42:39,3,
5366,JONES,MWEGKSSCACPJPV,1999-10-13 10:42:39,2000-10-12 10:42:39,8,
5367,KAHRMANN,QEFCVQCATXELDB,1999-10-13 10:42:39,2000-10-12 10:42:39,2,
5368,LING,SWCOMUTDSXZDDC,1999-10-13 10:42:40,2000-10-12 10:42:40,2,
5369,MAKAI,RUCSYOECSFLXWI,1999-10-13 10:42:40,2000-10-12 10:42:40,7,
5370,NELSON,HIOLRFFIQ,1999-10-13 10:42:40,2000-10-12 10:42:40,6,
5371,OLPHANT,OTSUSUVHKLT,1999-10-13 10:42:40,2000-10-12 10:42:40,2,
5372,PAYNTER,FMATHDNBRGWXCM,1999-10-13 10:42:40,2000-10-12 10:42:40,4,
5373,QUINT,YIKIWDACZAWDEE,1999-10-13 10:42:40,2000-10-12 10:42:40,4,
5374,RYAN,RUDEP,1999-10-13 10:42:40,2000-10-12 10:42:40,3,
5375,STEIN,DMRH,1999-10-13 10:42:40,2000-10-12 10:42:40,4,
5376,TOLSKY,TGOTEHZAHBVGWX,1999-10-13 10:42:40,2000-10-12 10:42:40,3,
5377,UNAKLET,BSVNHPUZDSLDPR,1999-10-13 10:42:40,2000-10-12 10:42:40,9,
5378,VANN,TGVFFD,1999-10-13 10:42:40,2000-10-12 10:42:40,4,
5379,WOLFMULE,PROHGOQTPK,1999-10-13 10:42:40,2000-10-12 10:42:40,8,
5380,XAVIER,EHFPVVTVODXTPB,1999-10-13 10:42:40,2000-10-12 10:42:40,9,
5381,YEONG,DZMLGHDQNTQKBS,1999-10-13 10:42:40,2000-10-12 10:42:40,6,
5382,ZUCKER,OGKGGOBILKXCQC,1999-10-13 10:42:40,2000-10-12 10:42:40,4,
5383,ANDERSON,IHSSVPPUCDTUQS,1999-10-13 10:42:40,2000-10-12 10:42:40,3,
5384,BARR,PVCVYBQHGAIKSY,1999-10-13 10:42:40,2000-10-12 10:42:40,2,
5385,CHEN,YKIIELJ,1999-10-13 10:42:40,2000-10-12 10:42:40,5,
